Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-037179,2015-07,07/25/2015 03:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1010,DOLMAN ST,33, , , , ,903497.7,1014904
15-037127,2015-07,07/25/2015 03:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3429,JUNIATA ST,25, , ,3429,JUNIATA,894764.7,1007697
15-037129,2015-07,07/25/2015 03:10,Y, , ,1, , 43016,4,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1329,N 14TH ST,61, , ,1429,14TH,906561.6,1022276
15-037135,2015-07,07/25/2015 05:39,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,3631,GRAVOIS AVE,15,WALGREENS,RETAIL PHARMACY,3631,GRAVOIS,893179.3,1004622
15-037134,2015-07,07/25/2015 06:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3156,HAWTHORNE BLVD,26, ,GARAGE,3156,HAWTHORNE,896364.4,1010945
15-037163,2015-07,07/25/2015 06:25,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2728,CHEROKEE ST,19,YAQUIS RESTAURANT, ,2728,CHEROKEE,897648,1005088
15-037332,2015-07,07/25/2015 06:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3230,S SPRING AVE,15, ,ON STREET,3730,WYOMING,892678.3,1007307
15-037137,2015-07,07/25/2015 07:11,Y, , ,1, , 51111,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,2823,OSAGE ST,16, , ,2823,OSAGE,896519.3,1001403
15-037257,2015-07,07/25/2015 07:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,529,CHESTNUT ST,35,TGI FRIDAYS, ,529,CHESTNUT,908732.9,1017197
15-037143,2015-07,07/25/2015 07:39,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3400,LOUISIANA AVE,30, , ,3400,LOUISIANA,894845.7,1005694
15-037159,2015-07,07/25/2015 08:00,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3850,LOUGHBOROUGH AVE,4, , ,3850,LOUGHBOROUGH,886291.2,993352.6
15-037493,2015-07,07/25/2015 08:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3300,MIAMI ST,19, , ,3300,MIAMI,894815.5,1004157
15-037584,2015-07,07/25/2015 08:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4423,PENNSYLVANIA AVE,17, , ,4423,PENNSYLVANIA,895221.6,998585.6
15-037161,2015-07,07/25/2015 08:20,Y, , ,1, , 10000,6,HOMICIDE,2129,E COLLEGE AVE,66, , ,2129,COLLEGE,901443.9,1034640
15-037222,2015-07,07/25/2015 09:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4240,CLEVELAND AVE,27, , ,4240,CLEVELAND,889963.4,1011649
15-038294,2015-07,07/25/2015 09:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4126,BINGHAM AVE,5, ,REAR YARD,4126,BINGHAM,888555.9,1002811
15-037145,2015-07,07/25/2015 09:02,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7882,RIO SILVA PL,1, ,APT H,7882,RIO SILVA,886065.6,989710.8
15-037149,2015-07,07/25/2015 09:30,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3510,GRAVOIS AVE,19,ADVANCE AUTO PARTS, , , ,893829.8,1004925
15-037148,2015-07,07/25/2015 09:40,Y, , ,1, ,178100,3,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,2100,S 12TH ST,21, ,ON STREET, , ,0,0
15-037154,2015-07,07/25/2015 09:47,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3910,VIRGINIA AVE,16, , , , ,894641.6,1002133
15-037156,2015-07,07/25/2015 09:55,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,6155,S GRAND BLVD,1,FAMILY DOLLAR,CARONDELET,6155,GRAND,889468,994413.8
15-037170,2015-07,07/25/2015 10:10,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4414,MICHIGAN AVE,17, , , , ,894767.3,998717.3
15-037164,2015-07,07/25/2015 11:03,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4440,UNION BLVD,70, , , , ,890596,1038561
15-037171,2015-07,07/25/2015 11:10,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,930,HOLLY HILLS AVE,80, , ,930,HOLLY HILLS,889835.5,993183.7
15-037178,2015-07,07/25/2015 11:20,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5409,RIVERVIEW BLVD,76, , ,5409,RIVERVIEW,890737.8,1045164
15-037204,2015-07,07/25/2015 11:40,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1401,DR MARTIN LUTHER KING DR,36, ,PARKING LOT, , ,906368.6,1020253
15-037189,2015-07,07/25/2015 11:48,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4532,RAY AVE,5, , ,4532,RAY,889062.6,1001130
15-037183,2015-07,07/25/2015 11:50,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,6545,MICHIGAN AVE,1, ,STREET,6601,MICHIGAN,891263.3,991879.1
15-037212,2015-07,07/25/2015 11:50,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,2336,TENNESSEE AVE,25, , ,2336,TENNESSEE,895283.8,1010409
15-037212,2015-07,07/25/2015 11:50,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,2336,TENNESSEE AVE,25, , ,2336,TENNESSEE,895283.8,1010409
15-037210,2015-07,07/25/2015 12:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",375,N EUCLID AVE,38, , , , ,888451,1024627
15-037376,2015-07,07/25/2015 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3442,UTAH ST,25, , ,3442,UTAH,894386.8,1006229
15-037231,2015-07,07/25/2015 12:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6200,OAKLAND AVE,42, , ,6200,OAKLAND,880294.3,1018609
15-037203,2015-07,07/25/2015 12:25,Y, , ,1, , 43203,2,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3119,ALFRED AVE,15, , ,3119,ALFRED,887758.1,1008908
15-037491,2015-07,07/25/2015 13:00,Y, , ,1, , 66701,5,LARCENY-BICYCLES UNDER $500,4475,WEST PINE BLVD,38,HAWTHORNE APARTMENTS, ,4475,WEST PINE,889531.4,1022421
15-037207,2015-07,07/25/2015 13:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2232,S GRAND BLVD,26, , , , ,894488.6,1011215
15-037312,2015-07,07/25/2015 13:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4940,CHIPPEWA ST,7, , ,4216,HEREFORD,884578.1,1004310
15-037341,2015-07,07/25/2015 13:19,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,720,N 1ST ST,35,MARCEL S RESTAURANT, , , ,910782.9,1018537
15-037192,2015-07,07/25/2015 13:19,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1113,S 14TH ST,33,CLINTON-PEABODY HOUSING COMPLEX, ,1113,14TH,904509.8,1013818
15-037209,2015-07,07/25/2015 13:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4540,LACLEDE AVE,38, , ,4540,LACLEDE,888639.1,1021824
15-037488,2015-07,07/25/2015 13:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3008,PESTALOZZI ST,25,BING AND NAGLES AUTO & TRUCK REPAIR, ,3008,PESTALOZZI,896811.8,1008553
15-037197,2015-07,07/25/2015 13:40,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,3930,S GRAND BLVD,16,CONOCO GAS, , , ,893163.5,1002266
15-037199,2015-07,07/25/2015 13:50,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3573,BAMBERGER AVE,15,AMERICA S BEST, ,3573,BAMBERGER,892008.5,1004687
15-037351,2015-07,07/25/2015 14:00,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3700,S KINGSHIGHWAY BLVD,15, , , , ,885299.4,1004822
15-037547,2015-07,07/25/2015 14:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4263,CHIPPEWA ST,15, , ,4263,CHIPPEWA,888469.2,1003913
15-037201,2015-07,07/25/2015 14:26,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3718,NEOSHO ST,16, , ,3718,NEOSHO,891349.8,999060.4
15-037214,2015-07,07/25/2015 14:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,760,FAULKNER DR,82,FOREST PARK,FOREST PARK,592,FAULKNER,885818.7,1019574
15-037202,2015-07,07/25/2015 14:45,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,10826,RIVERVIEW DR,75,@CHAIN OF ROCKS BRIDGE, , , ,910649.5,1067468
15-037205,2015-07,07/25/2015 14:50,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,410,S EUCLID AVE,38,CENTRAL WEST END, ,4210,EUCLID,887950.6,1020751
15-037220,2015-07,07/25/2015 15:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,930,HOLLY HILLS AVE,80,YMCA, ,930,HOLLY HILLS,889835.5,993183.7
15-037206,2015-07,07/25/2015 15:13,Y, , ,1, ,182250,3,DRUGS-POSSESSION/COCAINE,1406,PEABODY CT,33, , ,1406,PEABODY,904476.4,1013699
15-037550,2015-07,07/25/2015 15:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4313,MARGARETTA AVE,68, , ,4313,MARGARETTA,896282.4,1033555
15-037233,2015-07,07/25/2015 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1435,MALLINCKRODT ST,65, , ,1435,MALLINCKRODT,905986.2,1029460
15-037232,2015-07,07/25/2015 16:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2014,CHIPPEWA ST,18, ,MAILBOX,2014,CHIPPEWA,899347.3,1002111
15-037306,2015-07,07/25/2015 16:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2901,IOWA AVE,30, , ,2901,IOWA,898079.6,1008121
15-037331,2015-07,07/25/2015 16:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1511,LOCUST ST,36, , ,1511,LOCUST,905366.5,1019097
15-037757,2015-07,07/25/2015 16:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3850,PARK AVE,29,BEVO APARTMENTS, ,3844,PARK,893465.7,1015056
15-037227,2015-07,07/25/2015 16:08,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4530,GIBSON AVE,39, , , , ,888136.8,1018175
15-037227,2015-07,07/25/2015 16:08,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4530,GIBSON AVE,39, , , , ,888136.8,1018175
15-037217,2015-07,07/25/2015 16:15,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3843,S COMPTON AVE,16, , ,3839,COMPTON,894836.9,1002439
15-037277,2015-07,07/25/2015 16:50,Y, , ,1, , 72130,5,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,4430,MARYLAND AVE,38,CATHEDRAL OF ST. LOUIS, ,4430,MARYLAND,890275.1,1023029
15-037358,2015-07,07/25/2015 17:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3834,OREGON AVE,16, , ,3834,OREGON,896666.3,1002248
15-037576,2015-07,07/25/2015 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5766,W FLORISSANT AVE,72,L S BEAUTY SUPPLY,L S BEAUTY SUPPLY,5766,FLORISSANT,892290.6,1045283
15-037219,2015-07,07/25/2015 17:07,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",601,CLARK AVE,35,BALLPARK VILLAGE,PARKING LOT,601,CLARK,908223.8,1016086
15-037228,2015-07,07/25/2015 17:11,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,236,N EUCLID AVE,38,@ THE WHISKY HOUSE, ,236,EUCLID,888300.7,1023347
15-037221,2015-07,07/25/2015 17:30,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
15-037224,2015-07,07/25/2015 17:40,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2320,ALLEN AVE,23, , ,2320,ALLEN,900025.8,1011649
15-037794,2015-07,07/25/2015 18:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,2111,E COLLEGE AVE,66, , ,2111,COLLEGE,901555,1034760
15-037334,2015-07,07/25/2015 18:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,611,OLIVE ST,35, , ,611,OLIVE,908695.6,1017722
15-037343,2015-07,07/25/2015 18:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,416,N 23RD ST,36, , ,416,23RD,902450.4,1019799
15-037238,2015-07,07/25/2015 18:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,DODDRIDGE ST / LOWELL LN,74, , , , ,897606.1,1050188
15-037240,2015-07,07/25/2015 18:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4139,N 22ND ST,65, , ,3018,KOSSUTH,903213.4,1031008
15-037241,2015-07,07/25/2015 18:53,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1377,HODIAMONT AVE,78, , , , ,880787.4,1033639
15-037310,2015-07,07/25/2015 19:00,Y, , ,1, , 73413,2,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4972,PERNOD AVE,14, , ,4972,PERNOD,884518.2,1005418
15-037235,2015-07,07/25/2015 19:00,Y, , ,1, ,250000,2,LOITERING-BEGGING,0,200 FOREST PARK AVE / S GRAND,82, , , , ,0,0
15-037239,2015-07,07/25/2015 19:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5900,W FLORISSANT AVE,76, , ,1519,HORNSBY,891600.5,1046292
15-037320,2015-07,07/25/2015 19:03,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3715,S COMPTON AVE,19, , ,3716,COMPTON,894980.2,1003362
15-037245,2015-07,07/25/2015 19:10,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,SHAW BLVD / THURMAN AVE,27, , , , ,891522.2,1013310
15-037237,2015-07,07/25/2015 19:21,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,200,S GRAND BLVD,37, , ,200,GRAND,896151.7,1019389
15-037295,2015-07,07/25/2015 19:30,Y, , ,1, , 51230,4,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY,2906,DELMAR BLVD,37, ,APT A,2906,DELMAR,900205.8,1021288
15-037243,2015-07,07/25/2015 19:40,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,N GRAND BLVD / KOSSUTH AVE,67, ,ON N GRAND,3817,SHERMAN,901817.8,1031026
15-037256,2015-07,07/25/2015 19:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / SWITZER AVE,86, , , , ,897208.8,1045886
15-037248,2015-07,07/25/2015 20:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5750,WATERMAN BLVD,46, , ,5750,WATERMAN,881043.8,1025514
15-037255,2015-07,07/25/2015 20:00,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,3900,S BROADWAY,18, ,VEHICLE,3900,BROADWAY,898269.4,1001630
15-037259,2015-07,07/25/2015 20:19,Y, , ,1, ,250000,2,LOITERING-BEGGING,0,I 64 EASTBOUND / S KINGSHIGHWA,40, ,ALIAS S KINGSHIGHWAY BLVD/EB 40 CITY, , ,887218.9,1018721
15-037253,2015-07,07/25/2015 20:55,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1300,ST CHARLES ST,36, , ,1300,ST CHARLES,906132.4,1018900
15-037308,2015-07,07/25/2015 21:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6643,DEVONSHIRE AVE,8, , ,6643,DEVONSHIRE,875423.6,1003478
15-037339,2015-07,07/25/2015 21:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3944,MCDONALD AVE,15, , ,3944,MCDONALD,891010.3,1006253
15-037260,2015-07,07/25/2015 21:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,CARTER AVE / SHREVE AVE,69, , , , ,894505.9,1037324
15-037262,2015-07,07/25/2015 21:10,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,826,GUSTAV AVE,74, , ,826,GUSTAV,897463.4,1052518
15-037265,2015-07,07/25/2015 21:20,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6848,DALE AVE,43, , ,1348,CENTRAL,875934.7,1016967
15-037313,2015-07,07/25/2015 21:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2000,MADISON ST,60, , ,2000,MADISON,904374.2,1024178
15-037269,2015-07,07/25/2015 22:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,2100,E FAIR AVE,68, , , , ,900495.4,1035434
15-037323,2015-07,07/25/2015 22:00,Y, , ,1, , 41014,6,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,5037,AUBERT AVE,71, , ,4946,LILBURN,893565.4,1039063
15-037267,2015-07,07/25/2015 22:15,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6805,GARNER AVE,43, , ,6805,GARNER,876036.1,1014782
15-037271,2015-07,07/25/2015 22:21,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / GUSTINE AVE,16, , , , ,891193.5,1003520
15-037270,2015-07,07/25/2015 22:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,191,S 4TH ST,35,STADIUM EAST,PARKING GARAGE,919,JEFFERSON,908992.9,1016349
15-037266,2015-07,07/25/2015 22:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3911,S COMPTON AVE,16, , ,3911,COMPTON,894786.9,1002124
15-037284,2015-07,07/25/2015 22:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 13TH ST / OLIVE ST,36, , , , ,906213.2,1018426
15-037292,2015-07,07/25/2015 22:30,Y, , ,1, , 51222,5,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,5071,VERNON AVE,51, ,2ND FLR,5071,VERNON,887342.9,1028686
15-037367,2015-07,07/25/2015 23:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,412,W DAVIS ST,2, , ,412,DAVIS,887055.3,987401.4
15-038033,2015-07,07/25/2015 23:35,Y, , ,1, , 43011,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,3100,HEREFORD ST,13, ,ON STREET,3100,HEREFORD,885070.3,1009362
15-037274,2015-07,07/25/2015 23:35,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1900,ARSENAL ST,22,BENTON PARK COFFEE BAR, ,1900,ARSENAL,900821.1,1006304
15-037273,2015-07,07/25/2015 23:42,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3100,HEREFORD ST,13, , , , ,885070.7,1009364
15-037275,2015-07,07/25/2015 23:50,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2034,E JOHN AVE,66, , ,2034,JOHN,903042.8,1033644
15-037325,2015-07,07/26/2015 00:00,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,7812,MINNESOTA AVE,2, ,IN THE REAR,7711,MINNESOTA,888398.9,988015.8
15-037686,2015-07,07/26/2015 00:01,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5800,MCARTHUR AVE,70, , ,5800,MCARTHUR,885753,1039416
15-037319,2015-07,07/26/2015 00:01,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1531,WASHINGTON AVE,36, , ,1531,WASHINGTON,905491.8,1019489
15-037315,2015-07,07/26/2015 00:05,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 18TH ST / PINE ST,36, , , ,18TH,904218.4,1018674
15-037354,2015-07,07/26/2015 00:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,N 20TH ST / E GRAND BLVD,66, , ,4624,20TH,903478,1033031
15-037342,2015-07,07/26/2015 00:50,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7408,MINNESOTA AVE,2, , ,7408,MINNESOTA,889360.5,989103.8
15-037336,2015-07,07/26/2015 01:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4100,WILMINGTON AVE,5, , ,4100,WILMINGTON,886486.3,997306.6
15-037279,2015-07,07/26/2015 01:10,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,N 6TH ST / WASHINGTON AVE,35, , , , ,908954.4,1018431
15-037280,2015-07,07/26/2015 01:19,Y, , ,1, ,250000,2,LOITERING-BEGGING,3160,MORGANFORD RD,15,7-ELEVEN,BUSINESS ENTRANCE & PARKING LOT,3160,MORGANFORD,888462.6,1008239
15-037282,2015-07,07/26/2015 01:21,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,4428,CHOUTEAU AVE,39,FOREST PARK SOUTH EAST,EAST OF SOUTH TAYLOR, , ,889025.9,1018284
15-037314,2015-07,07/26/2015 01:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5452,GRAVOIS AVE,5, ,@BAR- PEPPERS,5452,GRAVOIS,885652,999380.2
15-037285,2015-07,07/26/2015 01:32,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 2ND ST / LACLEDES LANDING BL,35, , ,999,2ND,910424.8,1018985
15-037307,2015-07,07/26/2015 01:45,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4233,E ASHLAND AVE,56, , ,4233,ASHLAND,896768.6,1031090
15-037918,2015-07,07/26/2015 02:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N TUCKER BLVD / WASHINGTON AVE,35, , , , ,906851.2,1019079
15-037288,2015-07,07/26/2015 02:05,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",8412,HALLS FERRY RD,74, , ,8412,HALLS FERRY,896662.3,1049106
15-037296,2015-07,07/26/2015 02:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4698,W FLORISSANT AVE,71, , ,4698,FLORISSANT,896843.8,1038541
15-037301,2015-07,07/26/2015 02:30,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,600,N 1ST ST,35, , ,612,2ND,910742.9,1018618
15-037296,2015-07,07/26/2015 02:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4698,W FLORISSANT AVE,71, , ,4698,FLORISSANT,896843.8,1038541
15-037302,2015-07,07/26/2015 02:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4174,C D BANKS AVE,58, , ,4174,C D BANKS,893652.9,1025304
15-037290,2015-07,07/26/2015 02:35,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4477,ANDERSON AVE,69, , , , ,896172.9,1035794
15-037289,2015-07,07/26/2015 02:36,Y, , ,1, , 73413,3,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,1609,S BROADWAY,20, ,PARKING LOT, , ,906562.5,1011407
15-037297,2015-07,07/26/2015 02:45,Y, , ,1, , 10000,6,HOMICIDE,3007,N NEWSTEAD AVE,56, , ,3007,NEWSTEAD,894473.9,1031239
15-037291,2015-07,07/26/2015 02:45,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,710,N 15TH ST,36,CLUB EUROPE,CLUB EUROPE, , ,905945.6,1019607
15-037291,2015-07,07/26/2015 02:45,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,710,N 15TH ST,36,CLUB EUROPE,CLUB EUROPE, , ,905945.6,1019607
15-037294,2015-07,07/26/2015 03:11,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CHOUTEAU AVE / S JEFFERSON AVE,32, , , , ,900655.8,1015642
15-037293,2015-07,07/26/2015 03:25,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4523,MCMILLAN AVE,54, , ,4523,MCMILLAN,890940.5,1026838
15-037300,2015-07,07/26/2015 03:44,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 12TH ST / RUSSELL BLVD,21, , , , ,903274.8,1010332
15-037469,2015-07,07/26/2015 06:00,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,I 55 SOUTHBOUND / VIRGINIA AVE,1, , , , ,892730.6,993919.3
15-037316,2015-07,07/26/2015 08:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,8360,N BROADWAY,74, , , , ,897599.8,1048898
